MovieName,MovieID,Genre,UserID,Rating,Timestamp,Gender,Age,Occupation,Zip-code,age_group
"Confessional, The (Le Confessionnal) (1995)",59,"Drama|Mystery,",777,3,975604013,M,18,19,87543,10-20
"Conformist, The (Il Conformista) (1970)",2925,"Drama,",131,3,977453674,M,18,4,06520,10-20
Congo (1995),160,"Action|Adventure|Mystery|Sci-Fi,,",15,2,978212507,M,25,7,22903,20-30
Conquest of the Planet of the Apes (1972),2532,"Action|Sci-Fi,,",48,3,978066474,M,25,4,92107,20-30
Conspiracy Theory (1997),1597,"Action|Mystery|Romance|Thriller,,",2,3,978300025,M,56,16,70072,50-60
Contact (1997),1584,"Drama|Sci-Fi,,",9,5,978226233,M,25,17,61614,20-30
Contempt (Le Mépris) (1963),1572,"Drama,,",173,5,1009652696,M,25,0,45237,20-30
"Contender, The (2000)",3952,"Drama|Thriller,",23,4,978461000,M,35,0,90049,30-40
"Convent, The (Convento, O) (1995)",827,Drama,4161,3,965335291,M,45,0,90404,40-50
"Conversation, The (1974)",3730,"Drama|Mystery,",27,5,978128920,M,25,11,19130,20-30
Coogan's Bluff (1968),3427,"Crime,,",216,3,976870554,M,45,13,52761,40-50
"Cook the Thief His Wife & Her Lover, The (1989)",1173,"Drama,",53,3,977986492,M,25,0,96931,20-30
Cookie's Fortune (1999),2583,"Mystery,,",60,4,977932390,M,50,1,72118,40-50
"Cool Dry Place, A (1998)",1807,"Drama,",123,4,977595816,M,35,9,67208,30-40
Cool Hand Luke (1967),1276,"Comedy|Drama,,",10,3,979168446,F,35,1,95370,30-40
Cool Runnings (1993),1020,"Comedy,,",10,3,978228726,F,35,1,95370,30-40
Cool as Ice (1991),3437,"Drama,,",53,1,977988994,M,25,0,96931,20-30
Cop Land (1997),1589,"Crime|Drama|Mystery,,",8,4,978230943,M,25,12,11413,20-30
Cops and Robbersons (1994),437,"Comedy,,",62,2,977906491,F,35,3,98105,30-40
Copycat (1995),22,"Crime|Drama|Thriller,,",53,4,977974311,M,25,0,96931,20-30
"Corrina, Corrina (1994)",351,"Comedy|Drama|Romance,",10,4,978229562,F,35,1,95370,30-40
"Corruptor, The (1999)",2540,"Action|Crime|Drama|Thriller,",36,4,978211440,M,25,3,94123,20-30
Cosi (1996),705,"Comedy,,",396,4,976297194,M,25,1,56187,20-30
Cotton Mary (1999),3288,"Drama,,",1877,1,977432537,F,45,20,90069,40-50
"Couch in New York, A (1996)",3874,"Comedy|Romance,",45,3,977988489,F,45,16,94110,40-50
Country (1984),3110,"Drama,,",33,4,978982170,M,45,3,55421,40-50
Country Life (1994),687,"Drama|Romance,,",123,2,979399501,M,35,9,67208,30-40
Courage Under Fire (1996),647,"Drama|War,,",2,3,978299351,M,56,16,70072,50-60
Cousin Bette (1998),1896,"Comedy,,",151,3,993119682,F,25,20,85013,20-30
"Cowboy Way, The (1994)",438,"Action|Comedy,",87,1,977694723,M,25,14,48360,20-30
Coyote Ugly (2000),3825,"Drama,,",85,3,977715111,M,18,4,94945,10-20
"Cradle Will Rock, The (1999)",3145,"Drama,",15,3,978198535,M,25,7,22903,20-30
"Craft, The (1996)",724,"Drama|Horror,",26,3,978145618,M,25,7,23112,20-30
Crash (1996),1483,"Drama|Thriller,,",53,3,977975232,M,25,0,96931,20-30
Crazy in Alabama (1999),2977,"Comedy|Drama,,",157,3,977249539,M,35,16,12866,30-40
Creature Comforts (1990),3429,"Animation|Comedy,,",32,3,978119364,F,25,0,19355,20-30
"Creature From the Black Lagoon, The (1954)",3930,"Horror,",19,3,978555317,M,1,10,48073,1-10
Creepshow (1982),3016,"Horror,,",5,4,978242016,M,25,20,55455,20-30
Creepshow 2 (1987),3017,"Horror,,",22,3,978155205,M,18,15,53706,10-20
"Crew, The (2000)",3884,"Comedy,",134,1,1005596085,M,25,0,66212,20-30
Crime and Punishment in Suburbia (2000),3900,"Comedy|Drama,,",517,4,976204181,F,25,14,55408,20-30
Crimes and Misdemeanors (1989),2973,"Comedy,,",23,3,993706369,M,35,0,90049,30-40
Crimes of the Heart (1986),2738,"Comedy|Drama,,",45,3,977990926,F,45,16,94110,40-50
Criminal Lovers (Les Amants Criminels) (1999),3800,"Drama|Romance,,",850,5,975359445,M,35,0,60640,30-40
"Crimson Pirate, The (1952)",3417,"Adventure|Comedy|Sci-Fi,",13,3,978202283,M,45,1,93304,40-50
Crimson Tide (1995),161,"Drama|Thriller|War,,",8,3,978230435,M,25,12,11413,20-30
Critical Care (1997),1677,"Comedy,,",45,2,977991192,F,45,16,94110,40-50
Crocodile Dundee (1986),2470,"Adventure|Comedy,,",3,4,978297777,M,25,15,55117,20-30
Crocodile Dundee II (1988),2471,"Adventure|Comedy,,",34,2,978104253,F,18,0,02135,10-20
Cronos (1992),565,"Horror,,",33,3,978983262,M,45,3,55421,40-50
Crooklyn (1994),352,"Comedy,,",157,4,977249899,M,35,16,12866,30-40
Cross of Iron (1977),3339,"War,,",279,5,976583361,M,25,14,91214,20-30
Crossfire (1947),1068,"Crime|Film-Noir,,",173,3,977942524,M,25,0,45237,20-30
"Crossing Guard, The (1995)",78,"Drama,",62,3,977902755,F,35,3,98105,30-40
Croupier (1998),3783,"Crime|Drama,,",76,4,989092318,M,35,7,55413,30-40
"Crow, The (1994)",353,"Action|Romance|Thriller,",5,2,978246504,M,25,20,55455,20-30
"Crow: City of Angels, The (1996)",839,"Action|Thriller,",18,1,978154050,F,18,3,95825,10-20
"Crow: Salvation, The (2000)",3563,"Action|Horror,",229,2,1039502543,M,18,10,04576,10-20
"Crucible, The (1996)",1366,"Drama,",62,2,977904283,F,35,3,98105,30-40
"Crude Oasis, The (1995)",821,"Romance,",855,3,975466935,F,18,2,72701,10-20
Cruel Intentions (1999),2541,"Drama,,",8,3,978231031,M,25,12,11413,20-30
"Cruise, The (1998)",2323,"Documentary,",5,4,978245445,M,25,20,55455,20-30
Crumb (1994),162,"Documentary,,",5,4,978244624,M,25,20,55455,20-30
"Crush, The (1993)",3835,"Thriller,",22,2,978137118,M,18,15,53706,10-20
"Cry in the Dark, A (1988)",3211,"Drama,",123,3,977530435,M,35,9,67208,30-40
"Cry, the Beloved Country (1995)",40,"Drama,",69,5,977881894,F,25,1,02143,20-30
"Crying Game, The (1992)",1094,"Drama|Romance|War,",18,4,978156595,F,18,3,95825,10-20
Cube (1997),2232,"Sci-Fi|Thriller,,",53,4,977976467,M,25,0,96931,20-30
Cujo (1983),2121,"Horror|Thriller,,",117,1,977504598,M,25,17,33314,20-30
"Cup, The (Phörpa) (1999)",3241,"Comedy,",173,3,1009652594,M,25,0,45237,20-30
Curdled (1996),1000,"Crime,,",474,5,976240118,M,25,17,92126,20-30
"Cure, The (1995)",219,"Drama,",1246,4,976729052,M,18,4,98225,10-20
"Curse of Frankenstein, The (1957)",2652,"Horror,",117,4,977505087,M,25,17,33314,20-30
Curse of the Puppet Master (1998),3665,"Horror|Sci-Fi|Thriller,,",308,1,995838073,M,25,2,10025,20-30
Cutter's Way (1981),3731,"Drama|Thriller,,",173,3,1009652956,M,25,0,45237,20-30
Cutthroat Island (1995),15,"Action|Adventure|Romance,,",48,2,978066555,M,25,4,92107,20-30
"Cutting Edge, The (1992)",3270,"Drama,",9,3,978226448,M,25,17,61614,20-30
Cyclo (1995),850,"Crime|Drama,,",670,3,975628289,M,25,12,30303,20-30
Cyrano de Bergerac (1990),1277,"Action|Drama|Romance,,",8,3,978229614,M,25,12,11413,20-30
"Cérémonie, La (1995)",1406,"Drama,",389,1,976298856,M,25,6,68128,20-30
D2: The Mighty Ducks (1994),2042,"Children's|Comedy,,",18,1,978155392,F,18,3,95825,10-20
D3: The Mighty Ducks (1996),1005,"Children's|Comedy,,",18,1,978155434,F,18,3,95825,10-20
Daddy Long Legs (1919),3132,"Comedy,,",128,4,977434232,M,56,6,37922,50-60
Dadetown (1995),1138,"Documentary,,",1147,5,974873713,M,25,20,98101,20-30
Daens (1992),701,"Drama,,",4169,4,976588990,M,50,0,66048,40-50
Damien: Omen II (1978),2789,"Horror,,",19,3,978554929,M,1,10,48073,1-10
"Damsel in Distress, A (1937)",1067,"Comedy|Musical|Romance,",333,4,996352987,M,35,2,55410,30-40
Dance with Me (1998),2168,"Drama|Romance,,",45,3,977988330,F,45,16,94110,40-50
Dancemaker (1998),2538,"Documentary,,",838,5,975360647,M,50,17,92661,40-50
Dancer in the Dark (2000),3910,"Drama|Musical,,",59,3,977934960,F,50,1,55413,40-50
"Dancer, Texas Pop. 81 (1998)",1870,"Comedy|Drama,",261,4,976670187,M,25,20,75801,20-30
Dances with Wolves (1990),590,"Adventure|Drama|Western,,",2,5,978299083,M,56,16,70072,50-60
Dancing at Lughnasa (1998),2341,"Drama,,",62,4,977901122,F,35,3,98105,30-40
Dangerous Beauty (1998),1758,"Drama,,",401,4,976295164,M,18,0,55129,10-20
Dangerous Game (1993),439,"Drama,,",4635,5,964037004,M,18,4,94703,10-20
Dangerous Ground (1997),981,"Drama,,",3032,5,970356057,M,25,0,47303,20-30
Dangerous Liaisons (1988),2020,"Drama|Romance,,",18,5,978156773,F,18,3,95825,10-20
Dangerous Minds (1995),31,"Drama,,",181,4,977087101,M,18,17,33186,10-20
Dante's Peak (1997),1438,"Action|Thriller,,",22,1,978136973,M,18,15,53706,10-20
Darby O'Gill and the Little People (1959),2043,"Adventure|Children's|Fantasy,,",10,5,978228989,F,35,1,95370,30-40
Dark City (1998),1748,"Film-Noir|Sci-Fi|Thriller,,",17,5,978160157,M,50,1,95350,40-50
Dark Command (1940),3644,"Western,,",1214,3,974843210,M,56,13,94558,50-60
"Dark Crystal, The (1982)",2140,"Children's|Fantasy|Sci-Fi,",10,5,979168295,F,35,1,95370,30-40
"Dark Half, The (1993)",2898,"Horror|Mystery,",163,1,977323385,M,18,4,85013,10-20
Date with an Angel (1987),3393,"Comedy|Fantasy,,",53,4,977981686,M,25,0,96931,20-30
Daughter of Dr. Jeckyll (1957),3762,"Horror,,",3476,1,968949398,M,50,0,44126,40-50
Daughters of the Dust (1992),3374,"Drama,,",392,2,976551270,M,18,7,20037,10-20
Dave (1993),440,"Comedy|Romance,,",11,2,978220361,F,25,1,04093,20-30
"Davy Crockett, King of the Wild Frontier (1955)",1008,"Western,",148,3,979575644,M,50,17,57747,40-50
"Day of the Beast, The (El Día de la bestia) (1995)",2483,"Comedy|Horror|Thriller,",195,4,1002222193,M,25,12,10458,20-30
"Day the Earth Stood Still, The (1951)",1253,"Drama|Sci-Fi,",2,3,978299120,M,56,16,70072,50-60
Daylight (1996),798,"Action|Adventure|Thriller,,",22,1,978137118,M,18,15,53706,10-20
Days of Heaven (1978),2932,"Drama,,",33,2,978985480,M,45,3,55421,40-50
Days of Thunder (1990),1100,"Action|Romance,,",26,2,978141233,M,25,7,23112,20-30
"Daytrippers, The (1996)",1484,"Mystery,",220,5,976998237,M,25,12,22903,20-30
Dazed and Confused (1993),441,"Comedy,,",11,3,978220561,F,25,1,04093,20-30
Dead Again (1991),3044,"Mystery|Romance|Thriller,,",23,3,978466204,M,35,0,90049,30-40
Dead Calm (1989),3203,"Thriller,,",33,3,978110296,M,45,3,55421,40-50
Dead Man (1995),714,"Western,,",5,4,978244493,M,25,20,55455,20-30
Dead Man Walking (1995),36,"Drama,,",5,3,978244808,M,25,20,55455,20-30
Dead Man on Campus (1998),2169,"Comedy,,",92,2,977647003,F,18,4,44243,10-20
Dead Men Don't Wear Plaid (1982),2110,"Comedy|Crime|Thriller,,",44,3,1004409998,M,45,17,98052,40-50
Dead Poets Society (1989),1246,"Drama,,",1,4,978302091,F,1,10,48067,1-10
Dead Presidents (1995),42,"Action|Crime|Drama,,",8,3,978232754,M,25,12,11413,20-30
Dead Ringers (1988),2551,"Drama|Thriller,,",123,2,977592452,M,35,9,67208,30-40
"Dead Zone, The (1983)",2118,"Horror|Thriller,",23,3,978466204,M,35,0,90049,30-40
Deadly Friend (1986),2465,"Horror,,",390,4,976311509,M,25,4,55405,20-30
Deadtime Stories (1987),2754,"Horror,,",390,4,976311461,M,25,4,55405,20-30
Dear Diary (Caro Diario) (1994),583,"Comedy|Drama,,",87,1,977694356,M,25,14,48360,20-30
Dear God (1996),1167,"Comedy,,",107,3,977532223,M,45,18,63129,40-50
Dear Jesse (1997),1901,"Documentary,,",777,2,975604013,M,18,19,87543,10-20
Death Becomes Her (1992),3258,"Comedy,,",22,3,978154420,M,18,15,53706,10-20
Death Wish (1974),3430,"Action|Drama,,",62,2,977969170,F,35,3,98105,30-40
Death Wish 3 (1985),3432,"Action|Drama,,",148,3,977334396,M,50,17,57747,40-50
Death Wish 4: The Crackdown (1987),3433,"Action|Drama,,",148,4,979576890,M,50,17,57747,40-50
Death Wish II (1982),3431,"Action|Drama,,",148,3,977334484,M,50,17,57747,40-50
Death Wish V: The Face of Death (1994),3434,"Action|Drama,,",148,3,979579334,M,50,17,57747,40-50
Death and the Maiden (1994),229,"Drama|Thriller,,",5,3,978246528,M,25,20,55455,20-30
Death in Brunswick (1991),868,"Comedy,,",3860,3,965859710,M,45,17,44129,40-50
"Death in the Garden (Mort en ce jardin, La) (1956)",820,"Drama,",4169,4,1014686602,M,50,0,66048,40-50
Deceiver (1997),1671,"Crime,,",930,2,975190639,M,25,5,98380,20-30
"Decline of Western Civilization Part II: The Metal Years, The (1988)",3680,"Documentary,",173,4,979251558,M,25,0,45237,20-30
"Decline of Western Civilization, The (1981)",3679,"Documentary,",139,5,977360585,F,25,20,45409,20-30
Deconstructing Harry (1997),1701,"Comedy|Drama,,",8,4,978231659,M,25,12,11413,20-30
Deep Blue Sea (1999),2722,"Action|Sci-Fi|Thriller,,",16,2,978174490,F,35,0,20670,30-40
"Deep End of the Ocean, The (1999)",2546,"Drama,",41,3,978040861,F,18,4,15116,10-20
Deep Impact (1998),1876,"Action|Drama|Sci-Fi|Thriller,,",18,3,978153584,F,18,3,95825,10-20
Deep Rising (1998),1762,"Action|Horror|Sci-Fi,,",48,3,978066388,M,25,4,92107,20-30
"Deer Hunter, The (1978)",1263,"Drama|War,",14,5,978201280,M,35,0,60126,30-40
Defending Your Life (1991),3358,"Comedy|Romance,,",10,5,978226378,F,35,1,95370,30-40
Defying Gravity (1997),3575,"Drama,,",678,4,989237678,M,25,0,34952,20-30
Delicatessen (1991),1175,"Comedy|Sci-Fi,,",5,5,978244759,M,25,20,55455,20-30
Deliverance (1972),2871,"Adventure|Thriller,,",3,4,978297539,M,25,15,55117,20-30
Delta of Venus (1994),698,"Drama,,",1069,2,974943274,M,25,20,98105,20-30
Demolition Man (1993),442,"Action|Sci-Fi,,",2,3,978300025,M,56,16,70072,50-60
Denise Calls Up (1995),633,"Comedy,,",45,2,977991342,F,45,16,94110,40-50
Dersu Uzala (1974),3470,"Adventure|Drama,,",155,5,977256904,M,35,12,07470,30-40
Desert Bloom (1986),2345,"Drama,,",216,4,976869748,M,45,13,52761,40-50
Desert Blue (1999),2678,"Drama,,",63,3,977900274,M,18,4,54902,10-20
"Designated Mourner, The (1997)",1543,"Drama,",131,4,977598234,M,18,4,06520,10-20
Desperado (1995),163,"Action|Romance|Thriller,,",2,4,978299809,M,56,16,70072,50-60
Desperate Measures (1998),1598,"Crime|Drama|Thriller,,",272,3,976696566,M,18,0,80302,10-20
Desperately Seeking Susan (1985),2369,"Comedy|Romance,,",16,5,978174535,F,35,0,20670,30-40
Destination Moon (1950),3375,"Sci-Fi,,",17,4,978160887,M,50,1,95350,40-50
Destiny Turns on the Radio (1995),228,"Comedy,,",352,4,976335199,M,18,4,60115,10-20
Deterrence (1998),3318,"Thriller,,",293,3,999471881,M,56,1,55337-4056,50-60
Detroit 9000 (1973),2308,"Action|Crime,,",4812,2,962932391,M,18,14,25301,10-20
Detroit Rock City (1999),2772,"Comedy,,",39,4,978043872,M,18,4,61820,10-20
Deuce Bigalow: Male Gigolo (1999),3146,"Comedy,,",11,3,978904939,F,25,1,04093,20-30
Devil Girl From Mars (1954),3486,"Sci-Fi,,",1140,5,974878391,F,45,2,73069,40-50
"Devil Rides Out, The (1968)",3875,"Horror,",535,1,976138188,M,35,6,95370,30-40
"Devil and Max Devlin, The (1981)",2044,"Comedy,",424,3,1017243113,M,25,17,55112,20-30
Devil in a Blue Dress (1995),164,"Crime|Film-Noir|Mystery|Thriller,,",17,4,978161166,M,50,1,95350,40-50
"Devil's Advocate, The (1997)",1645,"Crime|Horror|Mystery|Thriller,",15,3,978212228,M,25,7,22903,20-30
"Devil's Brigade, The (1968)",3367,"War,",245,2,976828741,M,35,16,66046,30-40
"Devil's Own, The (1997)",1488,"Action|Drama|Thriller|War,",8,3,978231982,M,25,12,11413,20-30
Diabolique (1996),640,"Drama|Thriller,,",62,2,977906623,F,35,3,98105,30-40
Dial M for Murder (1954),1086,"Mystery|Thriller,,",33,4,978109513,M,45,3,55421,40-50
Diamonds (1999),3149,"Mystery,,",211,4,976907714,M,45,17,90620,40-50
Dick (1999),2759,"Comedy,,",5,3,978242080,M,25,20,55455,20-30
Dick Tracy (1990),2616,"Action|Crime,,",12,1,978218568,M,25,12,32793,20-30
Die Hard (1988),1036,"Action|Thriller,,",4,4,978294282,M,45,7,02460,40-50
Die Hard 2 (1990),1370,"Action|Thriller,,",2,5,978299889,M,56,16,70072,50-60
Die Hard: With a Vengeance (1995),165,"Action|Thriller,,",2,3,978300002,M,56,16,70072,50-60
Diebinnen (1995),826,"Drama,,",87,1,977694356,M,25,14,48360,20-30
Different for Girls (1996),3282,"Comedy,,",78,4,978571175,F,45,1,98029,40-50
Digging to China (1998),2233,"Drama,,",1069,1,974944748,M,25,20,98105,20-30
Digimon: The Movie (2000),3945,"Adventure|Animation|Children's,,",204,1,976922805,M,25,7,92123,20-30
Diner (1982),3543,"Comedy|Drama,,",26,5,978141633,M,25,7,23112,20-30
Dingo (1992),853,"Drama,,",1333,5,974778445,M,25,17,06460,20-30
"Dinner Game, The (Le Dîner de cons) (1998)",2696,"Comedy,",131,4,977431198,M,18,4,06520,10-20
Dinosaur (2000),3615,"Animation|Children's,,",48,3,977975473,M,25,4,92107,20-30
Dirty Dancing (1987),1088,"Musical|Romance,,",6,5,978236670,F,50,9,55117,40-50
"Dirty Dozen, The (1967)",2944,"Action|War,",29,5,978135871,M,35,7,33407,30-40
Dirty Work (1998),2195,"Comedy,,",19,3,978554246,M,1,10,48073,1-10
Disclosure (1994),225,"Drama|Thriller,,",62,2,977928513,F,35,3,98105,30-40
"Distinguished Gentleman, The (1992)",3120,"Comedy,",22,3,978154139,M,18,15,53706,10-20
Disturbing Behavior (1998),2026,"Horror|Thriller,,",117,1,977504544,M,25,17,33314,20-30
Diva (1981),1264,"Action|Drama|Mystery|Romance|Thriller,,",35,5,978102272,M,45,1,02482,40-50
Do the Right Thing (1989),3424,"Comedy|Drama,,",24,4,978132011,F,25,7,10023,20-30
Doctor Dolittle (1967),2135,"Adventure|Musical,,",10,4,978224779,F,35,1,95370,30-40
Doctor Dolittle (1998),1911,"Comedy,,",16,3,978174535,F,35,0,20670,30-40
Doctor Zhivago (1965),2067,"Drama|Romance|War,,",2,5,978298625,M,56,16,70072,50-60
Dog Day Afternoon (1975),3362,"Comedy|Crime|Drama,,",12,3,978220273,M,25,12,32793,20-30
Dog Park (1998),2884,"Comedy|Romance,,",45,2,977989445,F,45,16,94110,40-50
"Dog of Flanders, A (1999)",2831,"Drama,",1172,3,974867241,F,25,0,61801,20-30
"Dog's Life, A (1920)",3309,"Comedy,",10,3,979775054,F,35,1,95370,30-40
Dogma (1999),3052,"Comedy,,",22,4,978153880,M,18,15,53706,10-20
Dolores Claiborne (1994),230,"Drama|Thriller,,",8,4,978231637,M,25,12,11413,20-30
Don Juan DeMarco (1995),224,"Comedy|Drama|Romance,,",5,3,978245829,M,25,20,55455,20-30
Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),63,"Comedy,,",90,4,993877525,M,56,13,85749,50-60
Don't Look in the Basement! (1973),2854,"Horror,,",424,3,1017839380,M,25,17,55112,20-30
Donnie Brasco (1997),1466,"Crime|Drama,,",5,3,978245695,M,25,20,55455,20-30
"Doom Generation, The (1995)",166,"Comedy|Drama,",63,3,980111189,M,18,4,54902,10-20
"Doors, The (1991)",1093,"Drama|Musical,",5,2,978242080,M,25,20,55455,20-30
"Dorado, El (1967)",3487,"Western,",245,4,976828392,M,35,16,66046,30-40
Double Happiness (1994),341,"Drama,,",53,5,977985310,M,25,0,96931,20-30
Double Indemnity (1944),3435,"Crime|Film-Noir,,",23,4,978462195,M,35,0,90049,30-40
Double Jeopardy (1999),2881,"Action|Thriller,,",2,3,978300002,M,56,16,70072,50-60
"Double Life of Veronique, The (La Double Vie de Véronique) (1991)",1176,"Drama,",30,5,978121997,F,35,7,19143,30-40
Double Team (1997),1497,"Action,,",163,1,977220194,M,18,4,85013,10-20
Doug's 1st Movie (1999),2566,"Animation|Children's,,",92,1,986187462,F,18,4,44243,10-20
Down Periscope (1996),135,"Comedy,,",26,2,978140333,M,25,7,23112,20-30
Down by Law (1986),1273,"Comedy|Drama,,",157,3,977249570,M,35,16,12866,30-40
Down in the Delta (1998),2434,"Drama,,",69,2,977882255,F,25,1,02143,20-30
Down to You (2000),3225,"Comedy|Romance,,",92,1,986186617,F,18,4,44243,10-20
Dr. No (1962),2949,"Action,,",19,4,978146939,M,1,10,48073,1-10
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),750,"Sci-Fi|War,,",10,4,979775386,F,35,1,95370,30-40
Dracula (1931),2644,"Horror,,",19,4,978555222,M,1,10,48073,1-10
Dracula (1958),2645,"Horror,,",117,5,977503728,M,25,17,33314,20-30
Dracula: Dead and Loving It (1995),12,"Comedy|Horror,,",90,3,993877204,M,56,13,85749,50-60
Dragonheart (1996),653,"Action|Adventure|Fantasy,,",3,4,978297757,M,25,15,55117,20-30
"Draughtsman's Contract, The (1982)",3221,"Drama,",235,4,977099789,M,25,0,98153,20-30
Dream Man (1995),226,"Thriller,,",4101,2,965412627,M,18,4,23233,10-20
Dream With the Fishes (1997),1563,"Drama,,",11,5,978221617,F,25,1,04093,20-30
Dream for an Insomniac (1996),1902,"Drama|Romance,,",163,1,977322650,M,18,4,85013,10-20
Dreaming of Joseph Lees (1998),2998,"Romance,,",137,3,1000869342,F,45,6,78758,40-50
"Dreamlife of Angels, The (La Vie rêvée des anges) (1998)",2575,"Drama,",35,4,978102494,M,45,1,02482,40-50
Dreamscape (1984),3770,"Adventure|Crime|Sci-Fi|Thriller,,",23,5,978464541,M,35,0,90049,30-40
Drive Me Crazy (1999),2888,"Comedy|Romance,,",16,3,978174535,F,35,0,20670,30-40
Driving Miss Daisy (1989),1962,"Drama,,",1,4,978301753,F,1,10,48067,1-10
Drop Dead Fred (1991),1126,"Comedy|Fantasy,,",18,1,978152596,F,18,3,95825,10-20
Drop Dead Gorgeous (1999),2718,"Comedy,,",18,2,978157105,F,18,3,95825,10-20
Drop Zone (1994),227,"Action,,",148,4,977333974,M,50,17,57747,40-50
Drowning Mona (2000),3324,"Comedy,,",85,5,977714884,M,18,4,94945,10-20
Drugstore Cowboy (1989),3019,"Crime|Drama,,",33,5,978983126,M,45,3,55421,40-50
Drunken Master (Zui quan) (1979),2924,"Action|Comedy,,",81,5,977785973,F,25,0,60640,20-30
Drunks (1997),1119,"Drama,,",163,1,977214718,M,18,4,85013,10-20
Dry Cleaning (Nettoyage à sec) (1997),2480,"Drama,,",4751,5,963187849,M,50,15,02474,40-50
Duck Soup (1933),1256,"Comedy|War,,",10,3,979168591,F,35,1,95370,30-40
Dudley Do-Right (1999),2828,"Children's|Comedy,,",16,1,978174535,F,35,0,20670,30-40
Duel in the Sun (1946),3792,"Western,,",123,3,977532128,M,35,9,67208,30-40
Duets (2000),3901,"Comedy|Drama,,",99,1,982873209,F,1,10,19390,1-10
Dumb & Dumber (1994),231,"Comedy,,",11,3,978904192,F,25,1,04093,20-30
Dumbo (1941),1029,"Animation|Children's|Musical,,",1,5,978302205,F,1,10,48067,1-10
Dune (1984),2021,"Fantasy|Sci-Fi,,",10,4,979168295,F,35,1,95370,30-40
Dunston Checks In (1996),87,"Children's|Comedy,,",75,5,977852384,F,1,10,01748,1-10
Dying Young (1991),3436,"Drama|Romance,,",45,2,977989310,F,45,16,94110,40-50
Déjà Vu (1997),2175,"Drama|Romance,,",331,4,976385519,M,25,7,55902,20-30
E.T. the Extra-Terrestrial (1982),1097,"Children's|Drama|Fantasy|Sci-Fi,,",1,4,978301953,F,1,10,48067,1-10
EDtv (1999),2567,"Comedy,,",15,4,978198847,M,25,7,22903,20-30
Earth Vs. the Flying Saucers (1956),2665,"Sci-Fi,,",117,4,977507286,M,25,17,33314,20-30
Earthquake (1974),2535,"Action,,",100,2,977594513,M,35,17,95401,30-40
East is East (1999),3538,"Comedy,,",119,3,977467569,F,1,10,77515,1-10
East of Eden (1955),949,"Drama,,",33,5,978982566,M,45,3,55421,40-50
East-West (Est-ouest) (1999),3357,"Drama|Romance,,",102,1,1002829636,M,35,19,20871,30-40
Easy Money (1983),3846,"Comedy,,",26,2,978146876,M,25,7,23112,20-30
Easy Rider (1969),3168,"Adventure|Drama,,",3,4,978297570,M,25,15,55117,20-30
Eat Drink Man Woman (1994),232,"Comedy|Drama,,",18,4,978156766,F,18,3,95825,10-20
Eaten Alive (1976),3294,"Horror,,",1247,4,974828904,M,35,0,92649,30-40
Ed (1996),619,"Comedy,,",268,3,976649819,F,18,12,29708,10-20
Ed Wood (1994),235,"Comedy|Drama,,",2,3,978299351,M,56,16,70072,50-60
Ed's Next Move (1996),1002,"Comedy,,",297,5,976513373,M,18,2,97211,10-20
Eddie (1996),656,"Comedy,,",293,3,976560006,M,56,1,55337-4056,50-60
Eden (1997),1815,"Drama,,",1858,2,974695341,F,18,4,59715,10-20
Edge of Seventeen (1998),2626,"Comedy|Drama|Romance,,",148,1,977334677,M,50,17,57747,40-50
"Edge, The (1997)",1615,"Adventure|Thriller,",3,5,978297710,M,25,15,55117,20-30
"Education of Little Tree, The (1997)",1725,"Drama,",187,5,977233665,F,45,1,94061,40-50
Edward Scissorhands (1990),2291,"Drama|Romance,,",5,5,978244808,M,25,20,55455,20-30
"Effect of Gamma Rays on Man-in-the-Moon Marigolds, The (1972)",3069,"Drama,",68,4,977883731,M,18,4,53706,10-20
Eight Days a Week (1997),2509,"Comedy,,",699,3,986532798,M,18,0,73505,10-20
"Eighth Day, The (Le Huitième jour ) (1996)",1117,"Drama,",673,5,975619703,M,25,20,10023,20-30
Election (1999),2599,"Comedy,,",5,5,978242323,M,25,20,55455,20-30
"Elephant Man, The (1980)",2313,"Drama,",26,3,978271461,M,25,7,23112,20-30
Elizabeth (1998),2336,"Drama,,",8,3,978230120,M,25,12,11413,20-30
Elstree Calling (1930),2217,"Comedy|Musical,,",3610,1,974824774,M,18,6,30064,10-20
"Emerald Forest, The (1985)",2370,"Action|Adventure|Drama,",13,4,978202417,M,45,1,93304,40-50
Emma (1996),838,"Comedy|Drama|Romance,,",6,4,978237444,F,50,9,55117,40-50
"Emperor and the Assassin, The (Jing ke ci qin wang) (1999)",3158,"Drama,",195,4,1002230874,M,25,12,10458,20-30
Empire Records (1995),3477,"Comedy|Drama,,",48,3,978063264,M,25,4,92107,20-30
Enchanted April (1991),1177,"Drama,,",53,5,977986413,M,25,0,96931,20-30
Encino Man (1992),3243,"Comedy,,",22,3,978154199,M,18,15,53706,10-20
End of Days (1999),3113,"Action|Thriller,,",5,1,978242323,M,25,20,55455,20-30
"End of Violence, The (1997)",3518,"Drama|Thriller,",62,3,977902725,F,35,3,98105,30-40
"End of the Affair, The (1955)",3126,"Drama,",939,4,975172935,F,25,20,20110-5616,20-30
"End of the Affair, The (1999)",3125,"Drama,",124,4,983727107,M,56,7,91356,50-60
